Source,Target
16DarHamed,CoradoJuanramon
EnzzoSVQ,WillyTolerdoo
leon_mercedes,WillyTolerdoo
UnaGilmoreMas,capTercio
rooiboos69,Restreal77
helenio62,WillyTolerdoo
CUPBarcelona,naciopolitica
Antonio15325741,WillyTolerdoo
asemeyu,Doct_Tricornio
yiyovil,wallstwolverine
pprepe,WillyTolerdoo
PacoLopezLope37,WillyTolerdoo
LPeppelin,WillyTolerdoo
Jdguettadj,WillyTolerdoo
joseluquelora,annagrauarias
mpr978,WillyTolerdoo
FjMaite62,WillyTolerdoo
paletojamomoja,Ludvig1973
paletojamomoja,Esquerra_ERC
gabriifcn,bcnencomu
gabriifcn,Yolanda_Diaz_
20m,annagrauarias
RocioJuradoP,LaRepublicaCat
nachin_martinez,FroilLannister
jacob_31,manelhernande14
jacob_31,el_pais
Marlen95591927,ErnestoEkaizer
karpinoset,capTercio
PuraSangreAstur,FroilLannister
SaElAg,WillyTolerdoo
GalaMarL,WillyTolerdoo
funcoleto,WillyTolerdoo
Jeslopez60,JordiMagrinya
FlotatM,jcanadellb
FlotatM,elperiodico
opnorb,ElGollumFumeta
saboyano_v37,annagrauarias
afrvet,PedroOtamendi
GiganteMariano,WillyTolerdoo
CagigalJm,WillyTolerdoo
kike7778,WillyTolerdoo
AmandaRojo1,capTercio
PatriciaJunque1,WillyTolerdoo
nachin_martinez,WillyTolerdoo
ParrenoJofre,WillyTolerdoo
SangoCarmelo,WillyTolerdoo
LucasVazquez87,FroilLannister
srtomiranda,Doct_Tricornio
AbdonAlemany,AlbanoDante76
WILDPOLITIC,ToroenReposo
ANDREINACURIEL1,WillyTolerdoo
DatiuSalvia,ToroenReposo
jeorti,WillyTolerdoo
MarisolRoMel,Ludvig1973
MarisolRoMel,Esquerra_ERC
Vlady_tha_Lib,WillyTolerdoo
Tintera72,WillyTolerdoo
krillomi,WillyTolerdoo
LauraCanyades,atzur
Denise88644469,Cecilia_G_M
Recautxutat,SergiMaranya
SergioPablo2638,FroilLannister
RavalSud,SergiMaranya
JosAguado,capTercio
amunike15,WillyTolerdoo
Javitxu2211,JuanCar02750425
Javitxu2211,romanocisneros
Javitxu2211,agarzon
Javitxu2211,sumar
Javitxu2211,helioroque_
aerostar21,sangreyraza
ForbiddenMatter,ada_lluch
davidrubiomunoz,hugomanchon
barandaand2,Doct_Tricornio
negro_xl,FroilLannister
SnchesiRodrgue1,Doct_Tricornio
deateale,ada_lluch
LMarquesita,WillyTolerdoo
Cal_Marxant,jcanadellb
Cal_Marxant,elperiodico
MaykaRuiz2,FroilLannister
NicoDiazdiaz3,WillyTolerdoo
JUCASMC,Doct_Tricornio
camal12016397,WillyTolerdoo
elpidiom3,sangreyraza
merkur1989,tresmasciento
Cecilia21902322,Doct_Tricornio
lupicinio,PauNoyS
AtahualpaFernn1,Doct_Tricornio
TerryHammons1,ada_lluch
IIB5,sangreyraza
begarar,hugomanchon
CarmenRevista,sangreyraza
littlemoix,tresmasciento
EspanolitaMedia,miabagon
MontseGarciaCa1,OnVasBarcelona
Corto_Maltes52,ErnestoEkaizer
Grao_nngg,hugomanchon
pprepe,Doct_Tricornio
PrimusCircum,FroilLannister
boiraintensa,LaRepublicaCat
JII64585139,FroilLannister
Pere_Agullo,jcanadellb
Pere_Agullo,elperiodico
Dulcine13746426,Doct_Tricornio
MSanche96176149,Doct_Tricornio
Joe11378149,tresmasciento
JuanBenitoVzqu1,hugomanchon
Lino11Tavo,wallstwolverine
TitanPollo,FroilLannister
leunam_zechnas,Doct_Tricornio
sasse_jon,ada_lluch
annamariasastre,NiellPipa
annamariasastre,elperiodico_cat
JGolayaN,miabagon
JuanCarlitos269,WillyTolerdoo
aunquecensures,Doct_Tricornio
76manuel76,Al_descubierto_
elsolnose_ponia,sangreyraza
Maximo37039316,WillyTolerdoo
DnaUrsula,tresmasciento
BayronMan777,sangreyraza
74Mireya,hugomanchon
Manuel19742015,WillyTolerdoo
rosalalejandria,sangreyraza
joseluquelora,annagrauarias
farandulaESP,tresmasciento
JJPepe5,WillyTolerdoo
Miguel05400548,Doct_Tricornio
JuntsSi,NoEsPotCat
joseluquelora,tresmasciento
Xus20102278,Ludvig1973
Xus20102278,Esquerra_ERC
PrimusCircum,Doct_Tricornio
Fajaruce1975,Doct_Tricornio
joselebsm,tresmasciento
Choss__,WillyTolerdoo
Manuel19742015,wallstwolverine
JoanSanromaBaul,RogerPala
JoanSanromaBaul,bashachanguerra
jml83w,WillyTolerdoo
jjgongar,Eduardography
marisaloph,WillyTolerdoo
mastercodex100,WillyTolerdoo
rk70534,CUPBarcelona
JuanCar63233090,sangreyraza
waltelpol,WillyTolerdoo
BVellisco1,marubimo
Karchuto1,ppopular
Karchuto1,bsemper
Bolero122022,FrenteAmplioya
VilaWeb,cupnacional
VilaWeb,bashachanguerra
JohnElManco1,tresmasciento
prota_del_drama,FroilLannister
CasualsESP88,wallstwolverine
franciscojesusa,WillyTolerdoo
DelmiroAlves4,CoradoJuanramon
jorgedjerusalen,WillyTolerdoo
MAPIARRO,marubimo
HispanaNobleza,Doct_Tricornio
pieie888,tresmasciento
Rafa7314,hugomanchon
e_fergon,espanol_pura
Carmen56340453,miabagon
camachomario_1,WillyTolerdoo
aneshalieli,hugomanchon
lopezredruello1,Doct_Tricornio
Ragnar13692775,WillyTolerdoo
david_sio,J_Zaragoza_
MerlinSabio,WillyTolerdoo
Rafa7314,tresmasciento
ocgo81,OnVasBarcelona
ropbarher,WillyTolerdoo
Lolo43471086,FroilLannister
mencia88687896,WillyTolerdoo
sito6666,capTercio
josefcogarciala,capTercio
realco__,tresmasciento
buen_marc,miabagon
evwces,WillyTolerdoo
astriruiz81,sangreyraza
PoderContra,miabagon
Ras01764955,Doct_Tricornio
JoseLui79933447,sangreyraza
vikip183,miabagon
PraLarr,WillyTolerdoo
evacampru,NoEsPotCat
dabduc,CiutadansCs
dabduc,CiutadansBCN
dabduc,annagrauarias
dabduc,20m
antoniojavierj,valents_cat
antoniojavierj,PareraEva
JuanCar63233090,Doct_Tricornio
Karchuto1,Rafa_Hernando
Karchuto1,sanchezcastejon
cescader,jcanadellb
cescader,elperiodico
vikeautentico,f10garrido
vikeautentico,ionebelarra
tacanitaticaran,tresmasciento
Aixopluc81,PacoEscudero12
Karchuto1,bimmr90
Karchuto1,IdiazAyuso
Karchuto1,eossoriocrespo
Karchuto1,javiRpalacios
Karchuto1,ComunidadMadrid
cabellblanc,NiellPipa
cabellblanc,elperiodico_cat
paprikev,Doct_Tricornio
DKunstenaar,WillyTolerdoo
Xangai38847211,capTercio
josblamar,FroilLannister
javierromerota3,WillyTolerdoo
Josnavegante,WillyTolerdoo
euskolabel20,Doct_Tricornio
lechuzeta,FroilLannister
florenvc_97,CUPBarcelona
Brais28111985,WillyTolerdoo
mata1972,Doct_Tricornio
puri024680,WillyTolerdoo
soylibre92,FroilLannister
MARCELOCALDEVAL,Doct_Tricornio
JulioRAbenza,ErnestoEkaizer
ali_sass,Tyrexito
duda_de_gato,Doct_Tricornio
Viriata2,capTercio
Rojilla65,miabagon
alexdiaz9,WillyTolerdoo
KetiBP,tresmasciento
BorjaGil13,hugomanchon
Vcfvcfvcf,hugomanchon
BalduinoIV1,WillyTolerdoo
Fedelpasto1,sangreyraza
MartaMurt,LaRepublicaCat
MariaVieta,NiellPipa
MariaVieta,elperiodico_cat
pvmatud,CoradoJuanramon
BalduinoIV1,Doct_Tricornio
meloinvento044,Doct_Tricornio
dalinayarbana,FroilLannister
ro_sevilla,WillyTolerdoo
boquijidido,WillyTolerdoo
casthor20191,PacoEscudero12
PauFarinetes,324cat
Jazzpartyup,Doct_Tricornio
RafaelFrasquet,Doct_Tricornio
Josanto10658101,WillyTolerdoo
emiliagon10,pilardelcamino
rafaelglv,miabagon
elenago84331475,WillyTolerdoo
malonsocs,annagrauarias
CarmenRevista,Doct_Tricornio
FlotatM,ErnestoEkaizer
Manolii_M,hugomanchon
germancalero,FroilLannister
fm_barcelona,FroilLannister
GromekSr,Doct_Tricornio
dActivoplus,sangreyraza
DiegoATMCG9,annagrauarias
SexySaxoMan,WillyTolerdoo
crisaldama,FroilLannister
germancalero,WillyTolerdoo
splif16,WillyTolerdoo
Paiohpah,miabagon
HerreroCarmelo,sangreyraza
roca_emili,DavidGR1714
anajlaiglesia,sangreyraza
Camelia48159911,tresmasciento
peskrabioso,miabagon
OlayoAlmudena,WillyTolerdoo
LokusMarcus,324cat
garyo1958,ada_lluch
CLoresCat,OnVasBarcelona
merce_blitz,OnVasBarcelona
mogicrz,WillyTolerdoo
FuckUTroLLinG,WillyTolerdoo
Gabiboss,WillyTolerdoo
FJespadaafilada,sangreyraza
ServandoOb,CoradoJuanramon
Aloe29687512,FroilLannister
gorrionSupreme,WillyTolerdoo
AntonioMonegro,sangreyraza
RoxanaTejada8,WillyTolerdoo
Davizuliprimero,Doct_Tricornio
David64009,tresmasciento
VMartinezManuel,WillyTolerdoo
tomassette,FroilLannister
Liz_beth_GB,EPpolitica_cat
aniruizchang,ada_lluch
davidrubiomunoz,Doct_Tricornio
bellissimatans,ada_lluch
olatoni,hugomanchon
ivangonzaalez_,hugomanchon
zinniaqc,bashachanguerra
Francis28216845,WillyTolerdoo
logicaprogre,Doct_Tricornio
Bienvebdn,NoEsPotCat
olatoni,Doct_Tricornio
pilarpivaro,ErnestoEkaizer
TheodCartman,sangreyraza
ArenosPepa,NoEsPotCat
urkyland,WillyTolerdoo
OlayoAlmudena,FroilLannister
Matapollos17,Eduardography
_Inconformistas,WillyTolerdoo
e_fergon,Doct_Tricornio
guenyvargas,FroilLannister
GabotronES,tresmasciento
Rafa83511666,WillyTolerdoo
javiace11,sangreyraza
mercepopstar,miabagon
Joaquinsg9,FroilLannister
GermanValle4,hugomanchon
FdezLois,WillyTolerdoo
Joe_Weldon,ada_lluch
Free_Lilith,sangreyraza
BOKERON888,WillyTolerdoo
FelixBallester,Doct_Tricornio
piensamundo,miabagon
Templariodaglo1,sangreyraza
jalocu1960,sangreyraza
pirandelo50,sangreyraza
CarlosGC4,tresmasciento
mtenorio57,sangreyraza
ArenosPepa,OnVasBarcelona
edicoyote38,sangreyraza
davidrubiomunoz,tresmasciento
1000m1km,WillyTolerdoo
LCP1975,WyomingGran
LCP1975,Rosasesen
LCP1975,Yolanda_Diaz_
LCP1975,PabloIglesias
gabriifcn,Eduardography
josemanuelhv74,Doct_Tricornio
SepJaqui,sangreyraza
PRINCEJACKOFIVE,quinbroquil
PRINCEJACKOFIVE,Elvellblues
guissona1953,OnVasBarcelona
Diego55410085,valents_cat
Diego55410085,PareraEva
joseangel1951,CoradoJuanramon
Carlitotty19092,WillyTolerdoo
olatoni,tresmasciento
nancyacostatfe,miabagon
alejandrocortij,WillyTolerdoo
DescubriendoEl8,WillyTolerdoo
criscch71,Doct_Tricornio
Mere91167274,NiellPipa
Mere91167274,elperiodico_cat
Denario62,miabagon
CarmenSanCarlos,valents_cat
CarmenSanCarlos,PareraEva
GranCajuma,WillyTolerdoo
NikaelFerros,Doct_Tricornio
fgarrobo,yolandasey
fgarrobo,bashachanguerra
fgarrobo,cupnacional
mariaGa37908419,marubimo
Free_Lilith,Doct_Tricornio
Fernandezescri1,miabagon
Raulsnydercut,hugomanchon
jparedesdo,capTercio
2015_xocar,WillyTolerdoo
Santiag95929398,WillyTolerdoo
kikova71,WillyTolerdoo
semaso68,capTercio
clarcadi,ErnestoEkaizer
Guillermobh,FroilLannister
Amarabandahada,ErnestoEkaizer
TorosdePMayoral,WillyTolerdoo
1000m1km,FroilLannister
lopeldel,CUPBarcelona
lopeldel,bashachanguerra
lopeldel,radio4_rne
lopeldel,adriana_llena
lopeldel,cupnacional
lopeldel,kikoP9
jtorresfer,FroilLannister
DomiRMCF,WillyTolerdoo
jtorresfer,WillyTolerdoo
mariaGa37908419,WillyTolerdoo
MaricarmenDomn4,Eduardography
HueyHueyLewis,sangreyraza
Cecilia09330845,WillyTolerdoo
a_amonty,FroilLannister
roge_bcn,jcanadellb
roge_bcn,elperiodico
Abbasuperfan1,Eduardography
mariaGa37908419,j_luisarroyo
JoCaFeijoo,CiutadansBCN
JoCaFeijoo,annagrauarias
ianuacoeli,hugomanchon
ivonnediaz2203,FroilLannister
clarcadi,ErnestoEkaizer
oscardiazdliano,FroilLannister
SevillaSFI,ernesturtasun
SevillaSFI,sumar
rosalin39979489,sangreyraza
nipehi2002,miabagon
austrich61,TeresaRodr_
austrich61,AdelanteAND
austrich61,bashachanguerra
AnitaLaFantas11,sangreyraza
Jose39364445,Doct_Tricornio
acallejor,tresmasciento
yalda_yafa,OnVasBarcelona
cagueroles,WillyTolerdoo
vv_solo_vv,ManoloMillon
oscarca1964,CoradoJuanramon
pinar_manuel,ErnestoEkaizer
aorcas,FroilLannister
carl7695,Doct_Tricornio
juanmiguelvigil,Doct_Tricornio
cc_matilde,tresmasciento
luis780413,WillyTolerdoo
Antonio31080540,tresmasciento
Jesusico131,Doct_Tricornio
SanRubiito_18,hugomanchon
Maximum10x,ada_lluch
sonitarv,WillyTolerdoo
anajlaiglesia,WillyTolerdoo
Roser_CM,OnVasBarcelona
alendomo1,sangreyraza
BellaFlor83,FroilLannister
650_67,jcanadellb
650_67,elperiodico
LobitoHenares,WillyTolerdoo
joantrampas,hugomanchon
vitabbandera,arrmate1
Juan__RP,WillyTolerdoo
58Cramos,OnVasBarcelona
city_sevilla,Doct_Tricornio
fran_nieto,WillyTolerdoo
cristianchiclan,CiutadansBCN
cristianchiclan,annagrauarias
Silvis_Her,FroilLannister
HectorMarMa,WillyTolerdoo
delaikin,Doct_Tricornio
Pinchox11,Doct_Tricornio
FernandoGilSan2,sangreyraza
Ju_Is_86,Doct_Tricornio
Jaetdirecoses,PauNoyS
alendomo1,Doct_Tricornio
josemorales1958,miabagon
PacoDomnguez,ErnestoEkaizer
Eltiola45196419,tresmasciento
DaniPorta64,Ludvig1973
DaniPorta64,Esquerra_ERC
SergioGroupB,WillyTolerdoo
jlsanchez_cs,annagrauarias
pym_lara,miabagon
Julita82728269,NiellPipa
Julita82728269,elperiodico_cat
Gloria68935258,FroilLannister
antonioarrivi,Doct_Tricornio
pablooo1997,WillyTolerdoo
eugenia_bello,OnVasBarcelona
rosedomar,Doct_Tricornio
martaomega,OnVasBarcelona
averaper,hugomanchon
Denia11,WillyTolerdoo
cristianchiclan,annagrauarias
FUTBOLSALAMLG,WillyTolerdoo
Denia11,FroilLannister
Eltiola45196419,hugomanchon
romero_franki,TeresaRodr_
romero_franki,AdelanteAND
romero_franki,bashachanguerra
mfern276,NoEsPotCat
Denia11,wallstwolverine
pablooo1997,FroilLannister
MadridSala,WillyTolerdoo
PCdc22,Doct_Tricornio
SotrondinA,MundoBurbu
Beatrix07460769,Eduardography
Catalonia1967,quinbroquil
SotrondinA,elperiodico
Luis202110,WillyTolerdoo
Valents_bcn,valents_cat
Valents_bcn,PareraEva
CucharaPedro,valents_cat
CucharaPedro,PareraEva
Piliconver,OnVasBarcelona
Impopulares0,FroilLannister
GualasGuilian,tresmasciento
MarthaSastre1,MiguelUrban
MarthaSastre1,bashachanguerra
pepefcopas,ManoloMillon
katgrneyes,ada_lluch
AllueAdolfo,MiguelUrban
AllueAdolfo,bashachanguerra
chejuano,ErnestoEkaizer
Noalcapitalism1,miabagon
pere10pere,NiellPipa
pere10pere,elperiodico_cat
gosomi57,ErnestoEkaizer
UnaiSalgado,WillyTolerdoo
javiace11,Doct_Tricornio
cristinacalvos,rosasuri
RonRuss48616820,ada_lluch
IsmaelLozanoR3,sangreyraza
xluisx20,WillyTolerdoo
Saltacharcos1,FroilLannister
aramirezSyM,WillyTolerdoo
Luz89324836,WillyTolerdoo
joselito1_618,WillyTolerdoo
SesmSesm4,Doct_Tricornio
DalmauTheAlien,PacoEscudero12
pacolorcavlc,FroilLannister
OncRN5,ada_lluch
Guzmansuli1,sangreyraza
mata1972,WillyTolerdoo
FernandoGilSan2,Doct_Tricornio
un_edu_87,FroilLannister
olgadmll,JesusSanJoseAlm
olgadmll,Girauters
millotostaobien,JuanCar02750425
millotostaobien,agarzon
millotostaobien,sumar
millotostaobien,helioroque_
SotrondinA,miabagon
davidgdelavarga,Doct_Tricornio
albertguivernau,valents_cat
albertguivernau,PareraEva
Luv4nature4ever,ada_lluch
Franzmruiz31,Cecilia_G_M
larkwiston12,capTercio
marisa_hc,WillyTolerdoo
CostaVaquier,miabagon
diegobape98,Doct_Tricornio
MiriamSanzP,WillyTolerdoo
eluniversoespir,Doct_Tricornio
VDicharachera,capTercio
MiguelA75584212,MundoBurbu
FCchescoly77,WillyTolerdoo
guillemaboulaye,jordisalvia
guillemaboulaye,bashachanguerra
avallemonar,tresmasciento
Jonny5cr,WillyTolerdoo
altribaldos74,Doct_Tricornio
Jessaminit2,ada_lluch
RamonPuigCasaju,LaRepublicaCat
carlosjkr,WillyTolerdoo
Luz89324836,FroilLannister
Isbl001,WillyTolerdoo
TheWizardKings,FroilLannister
jjgon222,FroilLannister
RamonPuigCasaju,LaRepublicaCat
martaagilabert,324cat
juanortu23,capTercio
mariajosepascu3,Cecilia_G_M
Carlos__Men,capTercio
salvapasalo,Doct_Tricornio
antonisoy,CUPBarcelona
Pepi08591521,tresmasciento
Talaveramanda1,WillyTolerdoo
aflehafle,Doct_Tricornio
AzolOravla,WillyTolerdoo
ETGafapasta,ErnestoEkaizer
30652roure,PacoEscudero12
aprodri,FroilLannister
juanmageor,Doct_Tricornio
avallemonar,Doct_Tricornio
ricardin19571,WillyTolerdoo
otro2014,WillyTolerdoo
carmenro92,WillyTolerdoo
Alfonsotellez63,WillyTolerdoo
MariaZa68879928,marubimo
Vicks_bcn,WillyTolerdoo
ii_kongo,valents_cat
ii_kongo,PareraEva
susannasegovia,bashachanguerra
jose42335061,WillyTolerdoo
CuberoLuis,OnVasBarcelona
acuervomont,Doct_Tricornio
CiutadansBCN,annagrauarias
YerayMellado,tresmasciento
MiguelACruz10,Doct_Tricornio
Reusantifa,diariRegio7
dianaagra,FroilLannister
Vicente_V8,tresmasciento
kanyabel,jordisalvia
kanyabel,bashachanguerra
verdedoncella07,WillyTolerdoo
Guzmansuli1,hugomanchon
38grad0s,Doct_Tricornio
piky_Yeeh,WillyTolerdoo
francesc130,LaRepublicaCat
Guzmansuli1,Doct_Tricornio
CostaVaquier,miabagon
Rogger_app,FroilLannister
Canaltuitero,WillyTolerdoo
SaulTrend,Doct_Tricornio
Inmitagar,WillyTolerdoo
AntonioArturoL1,Doct_Tricornio
PPetulopez,FroilLannister
FaresKameli,hugomanchon
chichi_estrada,Doct_Tricornio
eldar2001sin,tresmasciento
GinaCloutier6,ada_lluch
aneshalieli,FroilLannister
DumperthEva,tresmasciento
Spaita3,WillyTolerdoo
AntonioLista14,OnVasBarcelona
Bloom16720152,FroilLannister
kmaleonmanel,MafaldaFreedom1
we_wee_,karinacastelao
we_wee_,helioroque_
pablo_schlegl,larosadereus
ArgiArgimiro,JuanmiGG_News
Quetalva,SergiMaranya
PereFerrer,Agusti76529081
JoanLlorens5,SergiMaranya
xsolerd,SergiMaranya
Manelic1714,8tvcat
Manelic1714,AdaColau
Manelic1714,JaumeBarbera
Pascual_IS,EmiliAviles
Pascual_IS,annagrauarias
Roser_CM,SergiMaranya
gafasmoradas,karinacastelao
gafasmoradas,helioroque_
ManelFerri,ensgismau
ManelFerri,ensgismau
ManelFerri,veri_fi_cat
JoanRub45406634,larosadereus
SeguimosCamino,JuanmiGG_News
naciopolitica,carmerocasegui
Arnaufinselsous,SergiMaranya
fchicata,WillyTolerdoo
pacoturegano001,SergiMaranya
Wittgenstein_jm,larosadereus
quela68,capTercio
PadredeExTrans,karinacastelao
PadredeExTrans,helioroque_
PepeNieto23,FroilLannister
Joan59110647,SergiMaranya
IsabelG92986230,WillyTolerdoo
Joan59110647,OnVasBarcelona
AviaXesca,SergiMaranya
belenminana1,MiguelMV1984
belenminana1,PareraEva
belenminana1,valents_cat
Pascual_IS,DiarioEspana_es
Pascual_IS,annagrauarias
Pascual_IS,CiutadansCs
Sonia15411558,karinacastelao
Sonia15411558,helioroque_
mexcat1,SergiMaranya
sarack20,karinacastelao
sarack20,helioroque_
JoanRub45406634,SergiMaranya
UrsulaBayer,BCNmetropoli
dasope76,SergiMaranya
feminixtra,karinacastelao
feminixtra,helioroque_
LoXicuelo,SergiMaranya
Peterepublika,juanjtortosa
PepeWilliamMunn,WillyTolerdoo
noebah,karinacastelao
noebah,helioroque_
Montser42153162,larosadereus
PivotDelaBoque,SergiMaranya
maridq,DonDrPr_4ever
maridq,Yolanda_Diaz_
maridq,FinancialTimes
ShinodaRM19,FroilLannister
FarGroc,larosadereus
RafaelYepesRuiz,MiguelMV1984
RafaelYepesRuiz,PareraEva
RafaelYepesRuiz,valents_cat
UrsulaBayer,ramondeveciana
oscarcossioroyo,FroilLannister
AngelesRibes_68,MiguelMV1984
AngelesRibes_68,PareraEva
AngelesRibes_68,valents_cat
ericsanclemente,MiguelMV1984
ericsanclemente,PareraEva
ericsanclemente,valents_cat
davidfontpu,SergiMaranya
JoanLlorens5,larosadereus
Qdineta,SergiMaranya
Manu_Sitges,MiguelMV1984
Manu_Sitges,PareraEva
Manu_Sitges,valents_cat
mariona442,kitus1977
mariona442,OnVasBarcelona
ConchiD42773897,tresmasciento
Malnom2,SergiMaranya
AxelDI98,MiguelMV1984
AxelDI98,PareraEva
AxelDI98,valents_cat
anem1714,SergiMaranya
nitugt,SergiMaranya
Perroflacov,karinacastelao
Perroflacov,helioroque_
_laura_rad,karinacastelao
_laura_rad,helioroque_
ConchiD42773897,FroilLannister
UrsulaBayer,OnVasBarcelona
armandsimon2002,veri_fi_cat
armandsimon2002,bashachanguerra
davidsa88499582,xavidomcava
davidsa88499582,Bardaler
davidsa88499582,josepmas8
davidsa88499582,marticabre
MjORTIZ45518974,MiguelMV1984
MjORTIZ45518974,PareraEva
MjORTIZ45518974,valents_cat
sagal62,SergiMaranya
Asella63950811,SergiMaranya
isabelgr67,SergiMaranya
malberi6,larosadereus
Andresftejero,WillyTolerdoo
davidsa88499582,poudenpau
davidsa88499582,Jana_PO__
davidsa88499582,josepmas8
nueva_tapia,MiguelMV1984
nueva_tapia,PareraEva
nueva_tapia,valents_cat
RayAshla,karinacastelao
RayAshla,helioroque_
sagal62,MafaldaFreedom1
Pastimont,SergiMaranya
NestorChuse,FroilLannister
AndreuCd,SergiMaranya
alripol95,Agusti76529081
valents_cat,MiguelMV1984
valents_cat,PareraEva
valents_cat,valents_cat
Xoriguer1,MafaldaFreedom1
PareraEva,MiguelMV1984
PareraEva,PareraEva
PareraEva,valents_cat
Valents_bcn,MiguelMV1984
Valents_bcn,PareraEva
Valents_bcn,valents_cat
APATinnitus,anafrankt
APATinnitus,AlmeidaPP_
APATinnitus,AlmeidaPP_
davidsa88499582,Goizti
davidsa88499582,josepmas8
davidsa88499582,Pere_Roc
mariajosemsolis,capTercio
annickrepublic2,SergiMaranya
BurgosAles,WillyTolerdoo
EugeAnguloL,MiguelMV1984
EugeAnguloL,PareraEva
EugeAnguloL,valents_cat
TerrassaValents,MiguelMV1984
TerrassaValents,PareraEva
TerrassaValents,valents_cat
David_RuGar,MiguelMV1984
David_RuGar,PareraEva
David_RuGar,valents_cat
Valents_Salou,MiguelMV1984
Valents_Salou,PareraEva
Valents_Salou,valents_cat
jg_xucla,ernestmaragall
jg_xucla,diba
rodrigo_mgls,MiguelMV1984
rodrigo_mgls,PareraEva
rodrigo_mgls,valents_cat
MarilenBarcelo,MiguelMV1984
MarilenBarcelo,PareraEva
MarilenBarcelo,valents_cat
mar_crespo1970,MiguelMV1984
mar_crespo1970,PareraEva
mar_crespo1970,valents_cat
jmloarte,WillyTolerdoo
davidsa88499582,EmTeniu
davidsa88499582,josepmas8
Joan_Saumell,SergiMaranya
xevipuix,larosadereus
Tetsuo41,Gonzalvojordi
Egarcamp111,larosadereus
Tarsi46220811,SergiMaranya
Egarcamp111,MafaldaFreedom1
MiguelMV1984,PareraEva
MiguelMV1984,valents_cat
PuntiPere,SergiMaranya
aleiris88,capTercio
GillStella,SergiMaranya
Xavi63603549,larosadereus
patiladifusa,gallifantes
matiasrovi,SergiMaranya
r4m0ntt,SergiMaranya
LuRammi,DonDrPr_4ever
LuRammi,Yolanda_Diaz_
LuRammi,FinancialTimes
KolAlf,WillyTolerdoo
RocioJuradoP,SergiMaranya
Encarna12969175,JuanmiGG_News
rahl_ana,EmiliAviles
rahl_ana,annagrauarias
Margafarigola,Agusti76529081
CunillFaura,SergiMaranya
Xavi63603549,btvnoticies
dandygustavo,WillyTolerdoo
Puntaire52,SergiMaranya
SolerSunsi,WillyTolerdoo
LuRammi,tresmasciento
bernat2019,MafaldaFreedom1
cbgviladecans,SergiMaranya
mplaju,Agusti76529081
Guatlleta,larosadereus
TomeuTimor,SergiMaranya
Tamborras,larosadereus
Margafarigola,SergiMaranya
EmDicMerce,SergiMaranya
Hecm15,WillyTolerdoo
naciodigital,carmerocasegui
falsa_fan,karinacastelao
falsa_fan,helioroque_
imma_ccorominas,ElTemps_cat
imma_ccorominas,ernestmaragall
CrosasOleaN,SergiMaranya
mirumarxu,SergiMaranya
gran_maestre,WillyTolerdoo
DavidGR1714,SergiMaranya
Hermini75494223,WillyTolerdoo
karinacastelao,helioroque_
EnricManyer,SergiMaranya
Carlos_Vallfog,SergiMaranya
AlfredSeg,OnVasBarcelona
luisalgm,JuanmiGG_News
JAlfonsoGa,WillyTolerdoo
Santi_040662,SergiMaranya
pilar74396823,judit_sinhache
pilar74396823,TomasPeriko
bacc_cat,veri_fi_cat
catala_indignat,SergiMaranya
xaviercruzado,SergiMaranya
Guatlleta,SergiMaranya
capi242CAT,veri_fi_cat
capi242CAT,bashachanguerra
EddyEsther4,CUPBarcelona
dpr69,WillyTolerdoo
jpinenti,SergiMaranya
BalladaresEnric,MafaldaFreedom1
CoteAngels,SergiMaranya
jaumetrelliso,SergiMaranya
xevipuix,SergiMaranya
ChemaSpain1,WillyTolerdoo
peinado_anita,JuanmiGG_News
montserumbau,larosadereus
paubarbut07,EmiliAviles
paubarbut07,annagrauarias
CoteAngels,Agusti76529081
A_d_r_o_a_l,veri_fi_cat
mcser14,larosadereus
cristianchiclan,EmiliAviles
cristianchiclan,annagrauarias
angelsimoncaba1,SergiMaranya
FinaOrs,WillyTolerdoo
DespertaFerro11,Agusti76529081
marigoso368,Agusti76529081
bertaisabel,EmiliAviles
bertaisabel,annagrauarias
CUPBarcelona,CUPBarcelona
jsferrate,SergiMaranya
carmerocasegui,naciodigital
svidorre,SergiMaranya
mcasade8,veri_fi_cat
Spanishkala,begonys
Jubilat1951,SergiMaranya
JordiG_P,MafaldaFreedom1
AgDiaz_2,SergiMaranya
Eroset2017,JamesDomenech
montsegc65,SergiMaranya
mcser14,SergiMaranya
ManuelLancha3,JuanmiGG_News
naciopolitica,carmerocasegui
naciodigital,carmerocasegui
CintaVerge,NiellPipa
CintaVerge,elperiodico_cat
juancar11631737,ANDVOX1
ludobassie,SergiMaranya
mercefverdaguer,SergiMaranya
del_vivenes,WillyTolerdoo
kapalsjoan2028,SergiMaranya
OfensorP,WillyTolerdoo
bdebaltasar,WillyTolerdoo
ElTemps_cat,ernestmaragall
ElTemps_cat,xavierps7
DanielG06251142,SergiMaranya
josepvalcarce,SergiMaranya
Garchim1,SergiMaranya
cecipesa7,JuanmiGG_News
menrych50,WillyTolerdoo
vimmat,SergiMaranya
zascaperucita,WillyTolerdoo
DanielG06251142,larosadereus
VicenGracia,larosadereus
Mr_Rzs,SergiMaranya
Danielvallejo51,WillyTolerdoo
EdurneElizaldeA,WillyTolerdoo
josep_barna,SergiMaranya
miguelf37488293,JuanmiGG_News
Jurassicq,SergiMaranya
